"名称","名称カナ","住所","TEL","FAX","URL","備考","経度","緯度","分類"
"湘南山手桜木坂自治会","ｼﾖｳﾅﾝﾔﾏﾃｻｸﾗｷﾞｻﾞｶｼﾞﾁｶｲ","","","","","","139.695908437717","35.2462016088327","町内会・自治会マップ"
"池田団地自治会","ｲｹﾀﾞﾀﾞﾝﾁｼﾞﾁｶｲ","","","","http://www.city.yokosuka.kanagawa.jp/2720/tyounaikai/1511.html","","139.690738562497","35.2487678597795","町内会・自治会マップ"
"池田四季の街自治会","ｲｹﾀﾞ ｼｷﾉﾏﾁｼﾞﾁｶｲ","","","","http://www.city.yokosuka.kanagawa.jp/2720/tyounaikai/1529.html","","139.693268810766","35.2533202830891","町内会・自治会マップ"
"根岸ＣＭＫ自治会","ﾈｷﾞｼｼ-ｴﾑｹｲｼﾞﾁｶｲ","","","","http://www.city.yokosuka.kanagawa.jp/2720/tyounaikai/1517.html","","139.685025111261","35.2525026515439","町内会・自治会マップ"
"根岸町３丁目町内会","ﾈｷﾞｼﾁﾖｳ3ﾁﾖｳﾒﾁﾖｳﾅｲｶｲ","","","","http://www.city.yokosuka.kanagawa.jp/2720/tyounaikai/1514.html","","139.6837196128","35.2503249556214","町内会・自治会マップ"
"コーポ湘南大津自治会","ｺ-ﾎﾟｼﾖｳﾅﾝｵｵﾂｼﾞﾁｶｲ","","","","http://www.city.yokosuka.kanagawa.jp/2720/tyounaikai/1506.html","","139.690702740098","35.2612792516973","町内会・自治会マップ"
"湘南山手吉井自治会","ｼﾖｳﾅﾝﾔﾏﾃﾖｼｲｼﾞﾁｶｲ","","","","http://www.city.yokosuka.kanagawa.jp/2720/tyounaikai/1648.html","","139.702373610819","35.2505689189355","町内会・自治会マップ"
"三春町４丁目町内会","ﾐﾊﾙﾁﾖｳ4ﾁﾖｳﾒﾁﾖｳﾅｲｶｲ","","","","http://www.city.yokosuka.kanagawa.jp/2720/tyounaikai/1015.html","","139.691133903564","35.2640275152546","町内会・自治会マップ"
"桜が丘１丁目自治会","ｻｸﾗｶﾞｵｶ1ﾁﾖｳﾒｼﾞﾁｶｲ","","","","http://www.city.yokosuka.kanagawa.jp/2720/tyounaikai/1523.html","","139.700887569181","35.2555776615095","町内会・自治会マップ"
"大津町４丁目町内会","ｵｵﾂﾁﾖｳ4ﾁﾖｳﾒﾁﾖｳﾅｲｶｲ","","","","http://www.city.yokosuka.kanagawa.jp/2720/tyounaikai/1504.html","","139.691406178501","35.2574625804151","町内会・自治会マップ"
"三春町二丁目町内会","ﾐﾊﾙﾁﾖｳ2ﾁﾖｳﾒﾁﾖｳﾅｲｶｲ","","","","http://www.city.yokosuka.kanagawa.jp/2720/tyounaikai/1012.html","","139.685289400062","35.2662885181738","町内会・自治会マップ"
"金堀自治会","ｶﾅﾎﾞﾘｼﾞﾁｶｲ","","","","","","139.684376914624","35.2588983878428","町内会・自治会マップ"
"パルテール湘南くりはま自治会","ﾊﾟﾙﾃ-ﾙｼﾖｳﾅﾝｸﾘﾊﾏｼﾞﾁｶｲ","","","","http://www.city.yokosuka.kanagawa.jp/2720/tyounaikai/1530.html","","139.689708930835","35.2452292965896","町内会・自治会マップ"
"大津町３丁目町内会","ｵｵﾂﾁﾖｳ3ﾁﾖｳﾒﾁﾖｳﾅｲｶｲ","","","","http://www.city.yokosuka.kanagawa.jp/2720/tyounaikai/1503.html","","139.69448253556","35.2594797555084","町内会・自治会マップ"
"湘南大津の丘自治会","ｼﾖｳﾅﾝｵｵﾂﾉｵｶｼﾞﾁｶｲ","","","","http://www.city.yokosuka.kanagawa.jp/2720/tyounaikai/1532.html","","139.695996684015","35.2566360314754","町内会・自治会マップ"
"三春町３丁目町内会","ﾐﾊﾙﾁﾖｳ3ﾁﾖｳﾒﾁﾖｳﾅｲｶｲ","","","","http://www.city.yokosuka.kanagawa.jp/2720/tyounaikai/1014.html","","139.687662278231","35.2649701294979","町内会・自治会マップ"
"馬堀町一丁目町内会","ﾏﾎﾞﾘﾁﾖｳ1ﾁﾖｳﾒﾁﾖｳﾅｲｶｲ","","","","http://www.city.yokosuka.kanagawa.jp/2720/tyounaikai/1507.html","","139.699859334983","35.2579909143464","町内会・自治会マップ"
"桜が丘２丁目自治会","ｻｸﾗｶﾞｵｶ2ﾁﾖｳﾒｼﾞﾁｶｲ","","","","http://www.city.yokosuka.kanagawa.jp/2720/tyounaikai/1524.html","","139.706420881303","35.2549860159436","町内会・自治会マップ"
"根岸町２丁目町内会","ﾈｷﾞｼﾁﾖｳ2ﾁﾖｳﾒﾁﾖｳﾅｲｶｲ","","","","http://www.city.yokosuka.kanagawa.jp/2720/tyounaikai/1513.html","","139.689132496581","35.25160373185","町内会・自治会マップ"
"根岸町１丁目町内会","ﾈｷﾞｼﾁﾖｳ1ﾁﾖｳﾒﾁﾖｳﾅｲｶｲ","","","","http://www.city.yokosuka.kanagawa.jp/2720/tyounaikai/1512.html","","139.687305689091","35.2535294834652","町内会・自治会マップ"
"池田町内会","ｲｹﾀﾞﾁﾖｳﾅｲｶｲ","","","","http://www.city.yokosuka.kanagawa.jp/2720/tyounaikai/1510.html","","139.69257401191","35.2497534314731","町内会・自治会マップ"
"湘南山手池田町内会","ｼﾖｳﾅﾝﾔﾏﾃｲｹﾀﾞﾁﾖｳﾅｲｶｲ","","","","http://www.city.yokosuka.kanagawa.jp/2720/tyounaikai/1531.html","","139.695680056654","35.249188573338","町内会・自治会マップ"
"桜が丘東映団地自治会","ｻｸﾗｶﾞｵｶﾄｳｴｲﾀﾞﾝﾁｼﾞﾁｶｲ","","","","https://www.city.yokosuka.kanagawa.jp/2720/tyounaikai/1525.html","","139.705752804523","35.257020355074","町内会・自治会マップ"
"矢之津町内会","ﾔﾉﾂﾁﾖｳﾅｲｶｲ","","","","http://www.city.yokosuka.kanagawa.jp/2720/tyounaikai/1508.html","","139.705743960037","35.2579810587774","町内会・自治会マップ"
"大津町５丁目町内会","ｵｵﾂﾁﾖｳ5ﾁﾖｳﾒﾁﾖｳﾅｲｶｲ","","","","http://www.city.yokosuka.kanagawa.jp/2720/tyounaikai/1505.html","","139.687202542358","35.2590065366376","町内会・自治会マップ"
"三春町５丁目町内会","ﾐﾊﾙﾁﾖｳ5ﾁﾖｳﾒﾁﾖｳﾅｲｶｲ","","","","http://www.city.yokosuka.kanagawa.jp/2720/tyounaikai/1016.html","","139.686212326686","35.2622186301368","町内会・自治会マップ"
"ガーデンヒルズ吉井自治会","ｶﾞ-ﾃﾞﾝﾋﾙｽﾞﾖｼｲｼﾞﾁｶｲ","","","","http://www.city.yokosuka.kanagawa.jp/2720/tyounaikai/1647.html","","139.703698315048","35.2472198982852","町内会・自治会マップ"
"コモンシティ浦賀自治会","ｺﾓﾝｼﾃｲｳﾗｶﾞｼﾞﾁｶｲ","","","","http://www.city.yokosuka.kanagawa.jp/2720/tyounaikai/1642.html","","139.70729624095","35.2472673929841","町内会・自治会マップ"
"三春町５丁目南町内会","ﾐﾊﾙﾁﾖｳ5ﾁﾖｳﾒﾐﾅﾐﾁﾖｳﾅｲｶｲ","","","","http://www.city.yokosuka.kanagawa.jp/2720/tyounaikai/1017.html","","139.684182694759","35.2600711412903","町内会・自治会マップ"
"ルミネ浦賀自治会","ﾙﾐﾈｳﾗｶﾞｼﾞﾁｶｲ","","","","http://www.city.yokosuka.kanagawa.jp/2720/tyounaikai/1644.html","","139.718354501147","35.250849617871","町内会・自治会マップ"
"ライオンズヒルズ横須賀浦賀自治会","ﾗｲｵﾝｽﾞﾋﾙｽﾞﾖｺｽｶｳﾗｶﾞｼﾞﾁｶｲ","","","","http://www.city.yokosuka.kanagawa.jp/2720/tyounaikai/1646.html","","139.719928334853","35.2462878078864","町内会・自治会マップ"
"東浦賀一丁目町内会","ﾋｶﾞｼｳﾗｶﾞ1ﾁﾖｳﾒﾁﾖｳﾅｲｶｲ","","","","http://www.city.yokosuka.kanagawa.jp/2720/tyounaikai/1614.html","","139.719204887419","35.2476195302059","町内会・自治会マップ"
"三軒谷町内会","ｻﾝｹﾞﾝﾔﾁﾖｳﾅｲｶｲ","","","","http://www.city.yokosuka.kanagawa.jp/2720/tyounaikai/1637.html","","139.739563285011","35.2584604968689","町内会・自治会マップ"
"腰越町内会","ｺｼｺﾞｴﾁﾖｳﾅｲｶｲ","","","","","","139.737521130936","35.2514601856238","町内会・自治会マップ"
"東町内会","ﾋｶﾞｼﾁﾖｳﾅｲｶｲ","","","","http://www.city.yokosuka.kanagawa.jp/2720/tyounaikai/1634.html","","139.73593129314","35.249715117582","町内会・自治会マップ"
"宮原町内会","ﾐﾔﾊﾞﾗﾁﾖｳﾅｲｶｲ","","","","http://www.city.yokosuka.kanagawa.jp/2720/tyounaikai/1633.html","","139.734234190215","35.2496871313534","町内会・自治会マップ"
"北方町内会","ｷﾀｶﾀﾁﾖｳﾅｲｶｲ","","","","http://www.city.yokosuka.kanagawa.jp/2720/tyounaikai/1629.html","","139.734474657802","35.2487452061502","町内会・自治会マップ"
"脇方町内会","ﾜｷｶﾀﾁﾖｳﾅｲｶｲ","","","","http://www.city.yokosuka.kanagawa.jp/2720/tyounaikai/1630.html","","139.732769721937","35.2457664834922","町内会・自治会マップ"
"海上自衛隊馬堀宿舎自治会","ｶｲｼﾞﾖｳｼﾞｴｲﾀｲﾏﾎﾞﾘｼﾕｸｼﾔｼﾞﾁｶｲ","","","","http://www.city.yokosuka.kanagawa.jp/2720/tyounaikai/1528.html","","139.713780326351","35.2600493253412","町内会・自治会マップ"
"走水町内会","ﾊｼﾘﾐｽﾞﾁﾖｳﾅｲｶｲ","","","","http://www.city.yokosuka.kanagawa.jp/2720/tyounaikai/1527.html","","139.727848826741","35.261628511727","町内会・自治会マップ"
"馬堀町３・４丁目町内会","ﾏﾎﾞﾘﾁﾖｳ3.4ﾁﾖｳﾒﾁﾖｳﾅｲｶｲ","","","","http://www.city.yokosuka.kanagawa.jp/2720/tyounaikai/1509.html","","139.716904388631","35.2596742828974","町内会・自治会マップ"
"浦上台自治会","ｳﾗｶﾞﾐﾀﾞｲｼﾞﾁｶｲ","","","","http://www.city.yokosuka.kanagawa.jp/2720/tyounaikai/1620.html","","139.715795529354","35.256530480212","町内会・自治会マップ"
"浦賀京浜町内会","ｳﾗｶﾞｹｲﾋﾝﾁﾖｳﾅｲｶｲ","","","","http://www.city.yokosuka.kanagawa.jp/2720/tyounaikai/1619.html","","139.714726086543","35.2554106684217","町内会・自治会マップ"
"二葉一丁目町会","ﾌﾀﾊﾞ1ﾁﾖｳﾒﾁﾖｳｶｲ","","","","http://www.city.yokosuka.kanagawa.jp/2720/tyounaikai/1624.html","","139.721090596055","35.2533198325805","町内会・自治会マップ"
"コスモ浦賀自治会","ｺｽﾓｳﾗｶﾞｼﾞﾁｶｲ","","","","http://www.city.yokosuka.kanagawa.jp/2720/tyounaikai/1645.html","","139.724526092572","35.245746935581","町内会・自治会マップ"
"観音崎自治会","ｶﾝﾉﾝｻﾞｷｼﾞﾁｶｲ","","","","http://www.city.yokosuka.kanagawa.jp/2720/tyounaikai/1636.html","","139.733356062332","35.2538053324794","町内会・自治会マップ"
"小原台町内会","ｵﾊﾞﾗﾀﾞｲﾁﾖｳﾅｲｶｲ","","","","http://www.city.yokosuka.kanagawa.jp/2720/tyounaikai/1638.html","","139.728037191288","35.2540867298676","町内会・自治会マップ"
"鴨居みかん台自治会","ｶﾓｲﾐｶﾝﾀﾞｲｼﾞﾁｶｲ","","","","http://www.city.yokosuka.kanagawa.jp/2720/tyounaikai/1626.html","","139.727280505425","35.250448226802","町内会・自治会マップ"
"二葉２丁目町内会","ﾌﾀﾊﾞ2ﾁﾖｳﾒﾁﾖｳﾅｲｶｲ","","","","http://www.city.yokosuka.kanagawa.jp/2720/tyounaikai/1625.html","","139.721352466377","35.2487013922321","町内会・自治会マップ"
"浦賀北町内会","ｳﾗｶﾞｷﾀﾁﾖｳﾅｲｶｲ","","","","http://www.city.yokosuka.kanagawa.jp/2720/tyounaikai/1622.html","","139.716118616238","35.2549007001424","町内会・自治会マップ"
"中台町内会","ﾅｶﾀﾞｲﾁﾖｳﾅｲｶｲ","","","","http://www.city.yokosuka.kanagawa.jp/2720/tyounaikai/1627.html","","139.727607235177","35.2479304075151","町内会・自治会マップ"
"新町町内会","ｼﾝﾁﾖｳﾁﾖｳﾅｲｶｲ","","","","http://www.city.yokosuka.kanagawa.jp/2720/tyounaikai/1617.html","","139.722224214544","35.2440285900099","町内会・自治会マップ"
"田浦町１丁目自治会","ﾀｳﾗﾁﾖｳ1ﾁﾖｳﾒｼﾞﾁｶｲ","","","","http://www.city.yokosuka.kanagawa.jp/2720/tyounaikai/1209.html","","139.636634461537","35.2897075700808","町内会・自治会マップ"
"田浦町３丁目自治会","ﾀｳﾗﾁﾖｳ3ﾁﾖｳﾒｼﾞﾁｶｲ","","","","http://www.city.yokosuka.kanagawa.jp/2720/tyounaikai/1211.html","","139.630962688822","35.2907820403","町内会・自治会マップ"
"田浦大作町自治会","ﾀｳﾗｵｵｻｸﾁｮｳｼﾞﾁｶｲ","","","","http://www.city.yokosuka.kanagawa.jp/2720/tyounaikai/1214.html","","139.628789356935","35.286109991501","町内会・自治会マップ"
"長浦自治会","ﾅｶﾞｳﾗｼﾞﾁｶｲ","","","","http://www.city.yokosuka.kanagawa.jp/2720/tyounaikai/1216.html","","139.639592690696","35.2892942937537","町内会・自治会マップ"
"湘南港が丘自治会","ｼﾖｳﾅﾝﾐﾅﾄｶﾞｵｶｼﾞﾁｶｲ","","","","http://www.city.yokosuka.kanagawa.jp/2720/tyounaikai/1218.html","","139.628470424563","35.2947275386477","町内会・自治会マップ"
"田浦町四・五丁目自治会","ﾀｳﾗﾁﾖｳ4.5ﾁﾖｳﾒｼﾞﾁｶｲ","","","","http://www.city.yokosuka.kanagawa.jp/2720/tyounaikai/1212.html","","139.628557170203","35.293018227531","町内会・自治会マップ"
"田浦町二・泉自治会","ﾀｳﾗﾁﾖｳﾆｾﾝｼﾞﾁｶｲ","","","","http://www.city.yokosuka.kanagawa.jp/2720/tyounaikai/1210.html","","139.633030644068","35.2871175846093","町内会・自治会マップ"
"ポートバレーヌ団地自治会","ﾎﾟ-ﾄﾊﾞﾚ-ﾇﾀﾞﾝﾁｼﾞﾁｶｲ","","","","http://www.city.yokosuka.kanagawa.jp/2720/tyounaikai/1310.html","","139.65421406163","35.2840398921403","町内会・自治会マップ"
"天空の街自治会","ﾃﾝｸｳﾉﾏﾁｼﾞﾁｶｲ","","","","http://www.city.yokosuka.kanagawa.jp/2720/tyounaikai/1311.html","","139.652457708509","35.2842502887309","町内会・自治会マップ"
"横須賀汐入ハイム自治会","ﾖｺｽｶｼｵｲﾘﾊｲﾑｼﾞﾁｶｲ","","","","http://www.city.yokosuka.kanagawa.jp/2720/tyounaikai/1057.html","","139.663667014523","35.2828257282849","町内会・自治会マップ"
"中央ハイツ自治会","ﾁﾕｳｵｳﾊｲﾂｼﾞﾁｶｲ","","","","http://www.city.yokosuka.kanagawa.jp/2720/tyounaikai/1065.html","","139.675593646313","35.2808748586871","町内会・自治会マップ"
"安浦第１町会","ﾔｽｳﾗﾀﾞｲｲﾁﾁｮｳｶｲ","","","","http://www.city.yokosuka.kanagawa.jp/2720/tyounaikai/1007.html","","139.676913036213","35.2740618645255","町内会・自治会マップ"
"坂本町４丁目町内会","ｻｶﾓﾄﾁﾖｳ4ﾁﾖｳﾒﾁﾖｳﾅｲｶｲ","","","","http://www.city.yokosuka.kanagawa.jp/2720/tyounaikai/1052.html","","139.653750035726","35.27312534347","町内会・自治会マップ"
"本町町会","ﾎﾝﾁﾖｳﾁﾖｳｶｲ","","","","http://www.city.yokosuka.kanagawa.jp/2720/tyounaikai/1002.html","","139.664482005993","35.2820978230578","町内会・自治会マップ"
"汐入町１丁目町内会","ｼｵｲﾘﾁﾖｳ1ﾁﾖｳﾒﾁﾖｳﾅｲｶｲ","","","","http://www.city.yokosuka.kanagawa.jp/2720/tyounaikai/1041.html","","139.658070685495","35.2832251308914","町内会・自治会マップ"
"東逸見第一町内会","ﾋｶﾞｼﾍﾐﾀﾞｲ1ﾁﾖｳﾅｲｶｲ","","","","http://www.city.yokosuka.kanagawa.jp/2720/tyounaikai/1301.html","","139.654264344654","35.2826234986488","町内会・自治会マップ"
"東逸見第３町内会","ﾋｶﾞｼﾍﾐﾀﾞｲ3ﾁﾖｳﾅｲｶｲ","","","","http://www.city.yokosuka.kanagawa.jp/2720/tyounaikai/1303.html","","139.652059416089","35.2773804810042","町内会・自治会マップ"
"汐入町５丁目２区町内会","ｼｵｲﾘﾁﾖｳ5ﾁﾖｳﾒ2ｸﾁﾖｳﾅｲｶｲ","","","","http://www.city.yokosuka.kanagawa.jp/2720/tyounaikai/1047.html","","139.656708435151","35.2803213076107","町内会・自治会マップ"
"汐入町３丁目町内会","ｼｵｲﾘﾁﾖｳ3ﾁﾖｳﾒﾁﾖｳﾅｲｶｲ","","","","http://www.city.yokosuka.kanagawa.jp/2720/tyounaikai/1044.html","","139.663525978962","35.2766931735581","町内会・自治会マップ"
"プランヴェール横須賀汐入自治会","ﾌﾟﾗﾝｳﾞｴ-ﾙﾖｺｽｶｼｵｲﾘｼﾞﾁｶｲ","","","","http://www.city.yokosuka.kanagawa.jp/2720/tyounaikai/1056.html","","139.658932201857","35.2739936757909","町内会・自治会マップ"
"東逸見第２町内会","ﾋｶﾞｼﾍﾐﾀﾞｲ2ﾁﾖｳﾅｲｶｲ","","","","http://www.city.yokosuka.kanagawa.jp/2720/tyounaikai/1302.html","","139.651896180221","35.2808129005294","町内会・自治会マップ"
"坂本町２丁目町内会","ｻｶﾓﾄﾁﾖｳ2ﾁﾖｳﾒﾁﾖｳﾅｲｶｲ","","","","http://www.city.yokosuka.kanagawa.jp/2720/tyounaikai/1049.html","","139.655248234038","35.2746234307015","町内会・自治会マップ"
"汐入宮元町内会","ｼｵｲﾘﾐﾔﾓﾄﾁﾖｳﾅｲｶｲ","","","","http://www.city.yokosuka.kanagawa.jp/2720/tyounaikai/1045.html","","139.658022711258","35.2768708088342","町内会・自治会マップ"
"汐留町内会","ｼｵﾄﾞﾒﾁﾖｳﾅｲｶｲ","","","","http://www.city.yokosuka.kanagawa.jp/2720/tyounaikai/1042.html","","139.663653360792","35.2792888830547","町内会・自治会マップ"
"深田大門町内会","ﾌｶﾀﾞﾀﾞｲﾓﾝﾁﾖｳﾅｲｶｲ","","","","http://www.city.yokosuka.kanagawa.jp/2720/tyounaikai/1025.html","","139.671887421643","35.276240191051","町内会・自治会マップ"
"台深田町内会","ﾀﾞｲﾌｶﾀﾞﾁﾖｳﾅｲｶｲ","","","","http://www.city.yokosuka.kanagawa.jp/2720/tyounaikai/1026.html","","139.672421167775","35.272937474072","町内会・自治会マップ"
"上町深田町内会","ｳﾜﾏﾁﾌｶﾀﾞﾁﾖｳﾅｲｶｲ","","","","http://www.city.yokosuka.kanagawa.jp/2720/tyounaikai/1024.html","","139.66939618871","35.2754567194105","町内会・自治会マップ"
"南中里町内会","ﾐﾅﾐﾅｶｻﾞﾄﾁﾖｳﾅｲｶｲ","","","","http://www.city.yokosuka.kanagawa.jp/2720/tyounaikai/1022.html","","139.665913855449","35.2727437368611","町内会・自治会マップ"
"米が浜町会","ﾖﾈｶﾞﾊﾏﾁﾖｳｶｲ","","","","http://www.city.yokosuka.kanagawa.jp/2720/tyounaikai/1005.html","","139.675058750612","35.276477477608","町内会・自治会マップ"
"若松町会","ﾜｶﾏﾂﾁﾖｳｶｲ","","","","http://www.city.yokosuka.kanagawa.jp/2720/tyounaikai/1001.html","","139.671254839409","35.2789680656311","町内会・自治会マップ"
"大滝町会","ｵｵﾀｷﾁﾖｳｶｲ","","","","http://www.city.yokosuka.kanagawa.jp/2720/tyounaikai/1003.html","","139.667814038821","35.2810252759066","町内会・自治会マップ"
"小川町町内会","ｵｶﾞﾜﾁﾖｳﾁﾖｳﾅｲｶｲ","","","","http://www.city.yokosuka.kanagawa.jp/2720/tyounaikai/1004.html","","139.673405537134","35.2835363966638","町内会・自治会マップ"
"汐入町５丁目１区町内会","ｼｵｲﾘﾁﾖｳ5ﾁﾖｳﾒ1ｸﾁﾖｳﾅｲｶｲ","","","","http://www.city.yokosuka.kanagawa.jp/2720/tyounaikai/1046.html","","139.658162604684","35.278904164725","町内会・自治会マップ"
"汐入町２丁目２区町内会","ｼｵｲﾘﾁﾖｳ2ﾁﾖｳﾒ2ｸﾁﾖｳﾅｲｶｲ","","","","http://www.city.yokosuka.kanagawa.jp/2720/tyounaikai/1043.html","","139.660273544146","35.2807599481747","町内会・自治会マップ"
"西逸見第１町内会","ﾆｼﾍﾐﾀﾞｲ1ﾁﾖｳﾅｲｶｲ","","","","http://www.city.yokosuka.kanagawa.jp/2720/tyounaikai/1305.html","","139.650192661226","35.2842867844256","町内会・自治会マップ"
"東中里町内会","ﾋｶﾞｼﾅｶｻﾞﾄﾁﾖｳﾅｲｶｲ","","","","http://www.city.yokosuka.kanagawa.jp/2720/tyounaikai/1019.html","","139.668981909791","35.2730055995734","町内会・自治会マップ"
"中里町内会","ﾅｶｻﾞﾄﾁﾖｳﾅｲｶｲ","","","","http://www.city.yokosuka.kanagawa.jp/2720/tyounaikai/1018.html","","139.667617588296","35.2767370456506","町内会・自治会マップ"
"よこすか海辺ﾆｭｰﾀｳﾝかがやきの街自治会","ﾖｺｽｶｳﾐﾍﾞﾆﾕ-ﾀｳﾝｶｶﾞﾔｷﾉﾏﾁｼﾞﾁｶｲ","","","","http://www.city.yokosuka.kanagawa.jp/2720/tyounaikai/1058.html","","139.683187415364","35.2728295103066","町内会・自治会マップ"
"よこすか海辺ﾆｭｰﾀｳﾝｿﾌｨｱｼﾝｼﾃｨ自治会","ﾖｺｽｶｳﾐﾍﾞﾆｭｰﾀｳﾝｿﾌｨｱｼﾝｼﾃｨｼﾞﾁｶｲ","","","","","","139.683795224893","35.2717489510713","町内会・自治会マップ"
"シーパークス自治会","ｼ-ﾊﾟ-ｸｽｼﾞﾁｶｲ","","","","http://www.city.yokosuka.kanagawa.jp/2720/tyounaikai/1062.html","","139.68145279866","35.2718711039257","町内会・自治会マップ"
"シーサイドスクエア自治会","ｼｰｻｲﾄﾞｽｸｴｱｼﾞﾁｶｲ","","","","","","139.682217896896","35.2723694279083","町内会・自治会マップ"
"よこすか海辺ﾆｭｰﾀｳﾝｿﾌｨｱｽﾃｲｼｱ自治会","ﾖｺｽｶｳﾐﾍﾞﾆﾕ-ﾀｳﾝｿﾌｲｱｽﾃｲｼｱｼﾞﾁｶｲ","","","","http://www.city.yokosuka.kanagawa.jp/2720/tyounaikai/1060.html","","139.682738587174","35.2711810874659","町内会・自治会マップ"
"湘南鷹取台マンション自治会","ｼﾖｳﾅﾝﾀｶﾄﾘﾀﾞｲﾏﾝｼﾖﾝｼﾞﾁｶｲ","","","","http://www.city.yokosuka.kanagawa.jp/2720/tyounaikai/1129.html","","139.611630551225","35.3126743258559","町内会・自治会マップ"
"追浜会館ビル自治会","ｵﾂﾊﾟﾏｶｲｶﾝﾋﾞﾙｼﾞﾁｶｲ","","","","http://www.city.yokosuka.kanagawa.jp/2720/tyounaikai/1142.html","","139.632887018079","35.3170325569768","町内会・自治会マップ"
"シティ追浜Ｌ－ウィング自治会","ｼﾃｲｵﾂﾊﾟﾏｴﾙｳｲﾝｸﾞｼﾞﾁｶｲ","","","","http://www.city.yokosuka.kanagawa.jp/2720/tyounaikai/1143.html","","139.633200704095","35.317805642194","町内会・自治会マップ"
"ハイツ追浜自治会","ﾊｲﾂｵﾂﾊﾟﾏｼﾞﾁｶｲ","","","","http://www.city.yokosuka.kanagawa.jp/2720/tyounaikai/1138.html","","139.631152614727","35.317173447855","町内会・自治会マップ"
"若葉自治会","ﾜｶﾊﾞｼﾞﾁｶｲ","","","","http://www.city.yokosuka.kanagawa.jp/2720/tyounaikai/1104.html","","139.628874401143","35.3176464698807","町内会・自治会マップ"
"ダイアパレスウィザス追浜自治会","ﾀﾞｲｱﾊﾟﾚｽｳｲｻﾞｽｵﾂﾊﾟﾏｼﾞﾁｶｲ","","","","","","139.631428126597","35.3095360435882","町内会・自治会マップ"
"県営追浜東団地自治会","ｹﾝｴｲｵﾂﾊﾟﾏﾋｶﾞｼﾀﾞﾝﾁｼﾞﾁｶｲ","","","","http://www.city.yokosuka.kanagawa.jp/2720/tyounaikai/1130.html","","139.629872311899","35.3089541309993","町内会・自治会マップ"
"ビューパレス浜見台自治会","ﾋﾞﾕ-ﾊﾟﾚｽﾊﾏﾐﾀﾞｲｼﾞﾁｶｲ","","","","http://www.city.yokosuka.kanagawa.jp/2720/tyounaikai/1136.html","","139.628794994533","35.3083848251974","町内会・自治会マップ"
"追浜南町協力会","ｵﾂﾊﾟﾏﾐﾅﾐﾁﾖｳｷﾖｳﾘﾖｸｶｲ","","","","http://www.city.yokosuka.kanagawa.jp/2720/tyounaikai/1122.html","","139.621494455546","35.3099324150015","町内会・自治会マップ"
"浜見台２丁目自治会","ﾊﾏﾐﾀﾞｲ2ﾁﾖｳﾒｼﾞﾁｶｲ","","","","","","139.629398065286","35.3069868657348","町内会・自治会マップ"
"湘南鷹取ミセスカーム自治会","ｼﾖｳﾅﾝﾀｶﾄﾘﾐｾｽｶ-ﾑｼﾞﾁｶｲ","","","","http://www.city.yokosuka.kanagawa.jp/2720/tyounaikai/1139.html","","139.618230288408","35.314102622711","町内会・自治会マップ"
"鷹取親和会","ﾀｶﾄﾘｼﾝﾜｶｲ","","","","http://www.city.yokosuka.kanagawa.jp/2720/tyounaikai/1102.html","","139.617863214996","35.3134709717505","町内会・自治会マップ"
"湘南鷹取１丁目自治会","ｼﾖｳﾅﾝﾀｶﾄﾘ1ﾁﾖｳﾒｼﾞﾁｶｲ","","","","http://www.city.yokosuka.kanagawa.jp/2720/tyounaikai/1123.html","","139.619344607689","35.3110324346958","町内会・自治会マップ"
"湘南鷹取２丁目自治会","ｼﾖｳﾅﾝﾀｶﾄﾘ2ﾁﾖｳﾒｼﾞﾁｶｲ","","","","http://www.city.yokosuka.kanagawa.jp/2720/tyounaikai/1124.html","","139.620675591908","35.3063009882933","町内会・自治会マップ"
"湘南鷹取三丁目自治会","ｼﾖｳﾅﾝﾀｶﾄﾘ3ﾁﾖｳﾒｼﾞﾁｶｲ","","","","http://www.city.yokosuka.kanagawa.jp/2720/tyounaikai/1125.html","","139.617106609373","35.3046452309846","町内会・自治会マップ"
"追浜大通り会","ｵﾂﾊﾟﾏｵｵﾄﾞｵﾘｶｲ","","","","http://www.city.yokosuka.kanagawa.jp/2720/tyounaikai/1118.html","","139.62537229149","35.3142753009046","町内会・自治会マップ"
"追浜町２丁目あけぼの会","ｵﾂﾊﾟﾏﾁﾖｳﾆﾁﾖｳﾒｱｹﾎﾞﾉｶｲ","","","","http://www.city.yokosuka.kanagawa.jp/2720/tyounaikai/1116.html","","139.625173480212","35.3106569520789","町内会・自治会マップ"
"クリオ湘南追浜サニークレスト自治会","ｸﾘｵｼﾖｳﾅﾝｵﾂﾊﾟﾏｻﾆ-ｸﾚｽﾄｼﾞﾁｶｲ","","","","http://www.city.yokosuka.kanagawa.jp/2720/tyounaikai/1137.html","","139.62500601413","35.30949067105","町内会・自治会マップ"
"追浜町１丁目親和会","ｵﾂﾊﾟﾏﾁﾖｳ1ﾁﾖｳﾒｼﾝﾜｶｲ","","","","http://www.city.yokosuka.kanagawa.jp/2720/tyounaikai/1114.html","","139.625304838151","35.3082316555037","町内会・自治会マップ"
"南郷親和会","ﾅﾝｺﾞｳｼﾝﾜｶｲ","","","","http://www.city.yokosuka.kanagawa.jp/2720/tyounaikai/1204.html","","139.623052216038","35.3029831067355","町内会・自治会マップ"
