"名称","名称カナ","住所","TEL","FAX","URL","備考","経度","緯度","分類"
"町谷原町内会","ﾏﾁﾔﾊﾗﾁﾖｳﾅｲｶｲ","","","","http://www.city.yokosuka.kanagawa.jp/2720/tyounaikai/1829.html","","139.661793531718","35.1978125959082","町内会・自治会マップ"
"川尻町内会","ｶﾜｼﾘﾁﾖｳﾅｲｶｲ","","","","http://www.city.yokosuka.kanagawa.jp/2720/tyounaikai/1826.html","","139.668429862393","35.1987806952107","町内会・自治会マップ"
"仲小路町内会","ﾅｶｼﾖｳｼﾞﾁﾖｳﾅｲｶｲ","","","","http://www.city.yokosuka.kanagawa.jp/2720/tyounaikai/1825.html","","139.666330207315","35.198358690866","町内会・自治会マップ"
"宮の下町内会","ﾐﾔﾉｼﾀﾁﾖｳﾅｲｶｲ","","","","http://www.city.yokosuka.kanagawa.jp/2720/tyounaikai/1813.html","","139.67445476804","35.2026748442662","町内会・自治会マップ"
"グリーンハイツ自治会","ｸﾞﾘ-ﾝﾊｲﾂｼﾞﾁｶｲ","","","","http://www.city.yokosuka.kanagawa.jp/2720/tyounaikai/1835.html","","139.671689715447","35.2057104748856","町内会・自治会マップ"
"七軒町町内会","ｼﾁｹﾝﾁﾖｳﾁﾖｳﾅｲｶｲ","","","","http://www.city.yokosuka.kanagawa.jp/2720/tyounaikai/1815.html","","139.674874399848","35.2058827370224","町内会・自治会マップ"
"境町内会","ｻｶｲﾁﾖｳﾅｲｶｲ","","","","http://www.city.yokosuka.kanagawa.jp/2720/tyounaikai/1814.html","","139.672820429206","35.2050333363821","町内会・自治会マップ"
"牛込町内会","ｳｼｺﾞﾒﾁﾖｳﾅｲｶｲ","","","","http://www.city.yokosuka.kanagawa.jp/2720/tyounaikai/1832.html","","139.659648986716","35.2098705981995","町内会・自治会マップ"
"湘南長沢セレノステージ自治会","ｼｮｳﾅﾝﾅｶﾞｻﾜｾﾚﾉｽﾃｰｼﾞｼﾞﾁｶｲ","","","","","","139.671127279011","35.2025632025094","町内会・自治会マップ"
"グレイスヒル湘南野比自治会","ｸﾞﾚｲｽﾋﾙｼﾖｳﾅﾝﾉﾋﾞｼﾞﾁｶｲ","","","","http://www.city.yokosuka.kanagawa.jp/2720/tyounaikai/1843.html","","139.683517639944","35.2092150853504","町内会・自治会マップ"
"チュリスガーデン湘南野比自治会","ﾁﾕﾘｽｶﾞ-ﾃﾞﾝｼﾖｳﾅﾝﾉﾋﾞｼﾞﾁｶｲ","","","","http://www.city.yokosuka.kanagawa.jp/2720/tyounaikai/1840.html","","139.691646051745","35.2137204253156","町内会・自治会マップ"
"中村町内会","ﾅｶﾑﾗﾁﾖｳﾅｲｶｲ","","","","http://www.city.yokosuka.kanagawa.jp/2720/tyounaikai/1845.html","","139.689924239548","35.211394545874","町内会・自治会マップ"
"志も町内会","ｼﾓﾁﾖｳﾅｲｶｲ","","","","http://www.city.yokosuka.kanagawa.jp/2720/tyounaikai/1801.html","","139.685364320674","35.2097321488954","町内会・自治会マップ"
"野比海岸町内会","ﾉﾋﾞｶｲｶﾞﾝﾁﾖｳﾅｲｶｲ","","","","http://www.city.yokosuka.kanagawa.jp/2720/tyounaikai/1810.html","","139.703648227216","35.2122073280313","町内会・自治会マップ"
"中村町内会","ﾅｶﾑﾗﾁﾖｳﾅｲｶｲ","","","","http://www.city.yokosuka.kanagawa.jp/2720/tyounaikai/1845.html","","139.693266239296","35.2115616683482","町内会・自治会マップ"
"中村町内会","ﾅｶﾑﾗﾁﾖｳﾅｲｶｲ","","","","http://www.city.yokosuka.kanagawa.jp/2720/tyounaikai/1845.html","","139.69341818582","35.2110253972807","町内会・自治会マップ"
"中村町内会","ﾅｶﾑﾗﾁﾖｳﾅｲｶｲ","","","","http://www.city.yokosuka.kanagawa.jp/2720/tyounaikai/1845.html","","139.69337805311","35.2104740293807","町内会・自治会マップ"
"野比京浜団地町内会","ﾉﾋﾞｹｲﾋﾝﾀﾞﾝﾁﾁﾖｳﾅｲｶｲ","","","","http://www.city.yokosuka.kanagawa.jp/2720/tyounaikai/1805.html","","139.685913444396","35.2127843490075","町内会・自治会マップ"
"野比緑町内会","ﾉﾋﾞﾐﾄﾞﾘﾁﾖｳﾅｲｶｲ","","","","http://www.city.yokosuka.kanagawa.jp/2720/tyounaikai/1804.html","","139.684995386757","35.2132551749575","町内会・自治会マップ"
"日生団地自治会","ﾆﾂｾｲﾀﾞﾝﾁｼﾞﾁｶｲ","","","","http://www.city.yokosuka.kanagawa.jp/2720/tyounaikai/1821.html","","139.681538824452","35.2128519102141","町内会・自治会マップ"
"野比東町内会","ﾉﾋﾞﾋｶﾞｼﾁﾖｳﾅｲｶｲ","","","","http://www.city.yokosuka.kanagawa.jp/2720/tyounaikai/1809.html","","139.694083783499","35.2122181264235","町内会・自治会マップ"
"県営みどりハイツ荻野自治会","ｹﾝｴｲﾐﾄﾞﾘﾊｲﾂｵｷﾞﾉｼﾞﾁｶｲ","","","","","","139.632283174049","35.2270160292048","町内会・自治会マップ"
"長坂市営住宅自治会","ﾅｶﾞｻｶｼｴｲｼﾞﾕｳﾀｸｼﾞﾁｶｲ","","","","http://www.city.yokosuka.kanagawa.jp/2720/tyounaikai/1922.html","","139.622479642956","35.2280597125332","町内会・自治会マップ"
"武山住宅町内会","ﾀｹﾔﾏｼﾞﾕｳﾀｸﾁﾖｳﾅｲｶｲ","","","","","","139.641751976242","35.2168011343782","町内会・自治会マップ"
"武官舎町内会","ﾀｹｶﾝｼﾔﾁﾖｳﾅｲｶｲ","","","","","","139.64389030741","35.2183430713485","町内会・自治会マップ"
"湘南たけやまシーサイド町内会","ｼﾖｳﾅﾝﾀｹﾔﾏｼ-ｻｲﾄﾞﾁﾖｳﾅｲｶｲ","","","","http://www.city.yokosuka.kanagawa.jp/2720/tyounaikai/1946.html","","139.636277753737","35.2213857909504","町内会・自治会マップ"
"太田和中町内会","ｵｵﾀﾜﾅｶﾁﾖｳﾅｲｶｲ","","","","http://www.city.yokosuka.kanagawa.jp/2720/tyounaikai/1943.html","","139.637006658624","35.2277541734431","町内会・自治会マップ"
"小田和町内会","ｺﾀﾜﾁﾖｳﾅｲｶｲ","","","","http://www.city.yokosuka.kanagawa.jp/2720/tyounaikai/1944.html","","139.633627088072","35.2223648059069","町内会・自治会マップ"
"竹川自治会","ﾀｹｶﾞﾜｼﾞﾁｶｲ","","","","http://www.city.yokosuka.kanagawa.jp/2720/tyounaikai/1941.html","","139.643591903298","35.2251621754109","町内会・自治会マップ"
"武いこいの会","ﾀｹｲｺｲﾉｶｲ","","","","http://www.city.yokosuka.kanagawa.jp/2720/tyounaikai/1903.html","","139.642287036193","35.2258708145712","町内会・自治会マップ"
"一騎塚町内会","ｲﾂｷﾂﾞｶﾁﾖｳﾅｲｶｲ","","","","http://www.city.yokosuka.kanagawa.jp/2720/tyounaikai/1907.html","","139.640315121953","35.2226130741925","町内会・自治会マップ"
"湘南くすの木台自治会","ｼﾖｳﾅﾝｸｽﾉｷﾀﾞｲｼﾞﾁｶｲ","","","","http://www.city.yokosuka.kanagawa.jp/2720/tyounaikai/1923.html","","139.626849708112","35.2273001125408","町内会・自治会マップ"
"岩戸四丁目町内会","ｲﾜﾄ4ﾁﾖｳﾒﾁﾖｳﾅｲｶｲ","","","","http://www.city.yokosuka.kanagawa.jp/2720/tyounaikai/1727.html","","139.669325275473","35.2314956866566","町内会・自治会マップ"
"岩戸５丁目町内会","ｲﾜﾄ5ﾁﾖｳﾒﾁﾖｳﾅｲｶｲ","","","","http://www.city.yokosuka.kanagawa.jp/2720/tyounaikai/1729.html","","139.667690388683","35.2301074590002","町内会・自治会マップ"
"南武自治会","ﾐﾅﾐﾀｹｼﾞﾁｶｲ","","","","http://www.city.yokosuka.kanagawa.jp/2720/tyounaikai/1905.html","","139.651620466552","35.2271228608551","町内会・自治会マップ"
"武ハイム第２自治会","ﾀｹﾊｲﾑﾀﾞｲ2ｼﾞﾁｶｲ","","","","http://www.city.yokosuka.kanagawa.jp/2720/tyounaikai/1940.html","","139.652673431988","35.2280476053631","町内会・自治会マップ"
"武ハイム自治会","ﾀｹﾊｲﾑｼﾞﾁｶｲ","","","","","","139.65221148921","35.2281639224765","町内会・自治会マップ"
"山科台自治会","ﾔﾏｼﾅﾀﾞｲｼﾞﾁｶｲ","","","","http://www.city.yokosuka.kanagawa.jp/2720/tyounaikai/1948.html","","139.655845741354","35.2361999604537","町内会・自治会マップ"
"岩戸３丁目町内会","ｲﾜﾄ3ﾁﾖｳﾒﾁﾖｳﾅｲｶｲ","","","","http://www.city.yokosuka.kanagawa.jp/2720/tyounaikai/1724.html","","139.673535373848","35.2291829377658","町内会・自治会マップ"
"新岩戸Ｃ地区町内会","ｼﾝｲﾜﾄCﾁｸﾁﾖｳﾅｲｶｲ","","","","http://www.city.yokosuka.kanagawa.jp/2720/tyounaikai/1725.html","","139.670777516877","35.2296125577418","町内会・自治会マップ"
"湘南たけやま町内会","ｼﾖｳﾅﾝﾀｹﾔﾏﾁﾖｳﾅｲｶｲ","","","","","","139.650288131031","35.229757732858","町内会・自治会マップ"
"みどり野自治会","ﾐﾄﾞﾘﾉｼﾞﾁｶｲ","","","","http://www.city.yokosuka.kanagawa.jp/2720/tyounaikai/1434.html","","139.676121400326","35.2369944827696","町内会・自治会マップ"
"大矢部４丁目町内会","ｵｵﾔﾍﾞ4ﾁﾖｳﾒﾁﾖｳﾅｲｶｲ","","","","http://www.city.yokosuka.kanagawa.jp/2720/tyounaikai/1421.html","","139.670652483112","35.236008902798","町内会・自治会マップ"
"岩戸中央町内会","ｲﾜﾄﾁﾕｳｵｳﾁﾖｳﾅｲｶｲ","","","","http://www.city.yokosuka.kanagawa.jp/2720/tyounaikai/1726.html","","139.671992695809","35.2328160704817","町内会・自治会マップ"
"ラブリハイツ湘南野比自治会","ﾗﾌﾞﾘﾊｲﾂｼﾖｳﾅﾝﾉﾋﾞｼﾞﾁｶｲ","","","","http://www.city.yokosuka.kanagawa.jp/2720/tyounaikai/1839.html","","139.682379348787","35.2178612830934","町内会・自治会マップ"
"クリオ久里浜自治会","ｸﾘｵｸﾘﾊﾏｼﾞﾁｶｲ","","","","http://www.city.yokosuka.kanagawa.jp/2720/tyounaikai/1730.html","","139.69020855796","35.2384184090492","町内会・自治会マップ"
"佐原コスモ自治会","ｻﾊﾗｺｽﾓｼﾞﾁｶｲ","","","","","","139.681564866326","35.2386133634156","町内会・自治会マップ"
"ハイランド４丁目自治会","ﾊｲﾗﾝﾄﾞ4ﾁﾖｳﾒｼﾞﾁｶｲ","","","","http://www.city.yokosuka.kanagawa.jp/2720/tyounaikai/1718.html","","139.691501232804","35.2254621776992","町内会・自治会マップ"
"ハイランド５丁目自治会","ﾊｲﾗﾝﾄﾞ5ﾁﾖｳﾒｼﾞﾁｶｲ","","","","http://www.city.yokosuka.kanagawa.jp/2720/tyounaikai/1719.html","","139.694902990338","35.2230790749116","町内会・自治会マップ"
"ハイランド１丁目自治会","ﾊｲﾗﾝﾄﾞ1ﾁﾖｳﾒｼﾞﾁｶｲ","","","","http://www.city.yokosuka.kanagawa.jp/2720/tyounaikai/1715.html","","139.690922266683","35.2208971273107","町内会・自治会マップ"
"八幡町内会","ﾔﾊﾀﾁﾖｳﾅｲｶｲ","","","","http://www.city.yokosuka.kanagawa.jp/2720/tyounaikai/1702.html","","139.697247741776","35.2222626036179","町内会・自治会マップ"
"ライフステージ久里浜自治会","ﾗｲﾌｽﾃ-ｼﾞｸﾘﾊﾏｼﾞﾁｶｲ","","","","http://www.city.yokosuka.kanagawa.jp/2720/tyounaikai/1732.html","","139.70983363301","35.2370557196712","町内会・自治会マップ"
"久里浜６丁目町内会","ｸﾘﾊﾏ6ﾁﾖｳﾒﾁﾖｳﾅｲｶｲ","","","","http://www.city.yokosuka.kanagawa.jp/2720/tyounaikai/1704.html","","139.708007602685","35.2273151091578","町内会・自治会マップ"
"久里浜６丁目改良住宅５番自治会","ｸﾘﾊﾏ6ﾁﾖｳﾒｶｲﾘﾖｳｼﾞﾕｳﾀｸ5ﾊﾞﾝｼﾞﾁｶｲ","","","","http://www.city.yokosuka.kanagawa.jp/2720/tyounaikai/1731.html","","139.708608869703","35.22823714923","町内会・自治会マップ"
"ハイランド３丁目自治会","ﾊｲﾗﾝﾄﾞ3ﾁﾖｳﾒｼﾞﾁｶｲ","","","","http://www.city.yokosuka.kanagawa.jp/2720/tyounaikai/1717.html","","139.684940631765","35.226998300733","町内会・自治会マップ"
"久比里町内会","ｸﾋﾞﾘﾁﾖｳﾅｲｶｲ","","","","http://www.city.yokosuka.kanagawa.jp/2720/tyounaikai/1706.html","","139.706767951529","35.234455162711","町内会・自治会マップ"
"若宮台町内会","ﾜｶﾐﾔﾀﾞｲﾁﾖｳﾅｲｶｲ","","","","http://www.city.yokosuka.kanagawa.jp/2720/tyounaikai/1708.html","","139.705770197086","35.2368088194193","町内会・自治会マップ"
"ガーデンライフ久里浜自治会","ｶﾞ-ﾃﾞﾝﾗｲﾌｸﾘﾊﾏｼﾞﾁｶｲ","","","","http://www.city.yokosuka.kanagawa.jp/2720/tyounaikai/1720.html","","139.690592983361","35.2380630514482","町内会・自治会マップ"
"コーエイマンション久里浜自治会","ｺ-ｴｲﾏﾝｼﾖﾝｸﾘﾊﾏｼﾞﾁｶｲ","","","","http://www.city.yokosuka.kanagawa.jp/2720/tyounaikai/1714.html","","139.702161786747","35.2346555620563","町内会・自治会マップ"
"久村町内会","ｸﾑﾗﾁﾖｳﾅｲｶｲ","","","","http://www.city.yokosuka.kanagawa.jp/2720/tyounaikai/1709.html","","139.694167710307","35.2300835787446","町内会・自治会マップ"
"八幡町内会","ﾔﾊﾀﾁﾖｳﾅｲｶｲ","","","","http://www.city.yokosuka.kanagawa.jp/2720/tyounaikai/1702.html","","139.698970034608","35.2286158643021","町内会・自治会マップ"
"ハイランド二丁目自治会","ﾊｲﾗﾝﾄﾞ2ﾁﾖｳﾒｼﾞﾁｶｲ","","","","http://www.city.yokosuka.kanagawa.jp/2720/tyounaikai/1716.html","","139.686179414507","35.2217198093275","町内会・自治会マップ"
"ヴェラシス浦賀２番館自治会","ｳﾞｴﾗｼｽｳﾗｶﾞ2ﾊﾞﾝｶﾝｼﾞﾁｶｲ","","","","http://www.city.yokosuka.kanagawa.jp/2720/tyounaikai/1651.html","","139.722601110539","35.2367837802474","町内会・自治会マップ"
"ヴェラシスオーシャンコミュニティ自治会","ｳﾞｴﾗｼｽｵ－ｼﾔﾝｺﾐﾕﾆﾃｲｼﾞﾁｶｲ","","","","http://www.city.yokosuka.kanagawa.jp/2720/tyounaikai/1650.html","","139.722829028198","35.2359436620328","町内会・自治会マップ"
"南浦賀自治会","ﾐﾅﾐｳﾗｶﾞｼﾞﾁｶｲ","","","","http://www.city.yokosuka.kanagawa.jp/2720/tyounaikai/1609.html","","139.714565085935","35.2379900294589","町内会・自治会マップ"
"マリンコーポ浦賀自治会","ﾏﾘﾝｺ-ﾎﾟｳﾗｶﾞｼﾞﾁｶｲ","","","","http://www.city.yokosuka.kanagawa.jp/2720/tyounaikai/1643.html","","139.727024753498","35.2424315486072","町内会・自治会マップ"
"ラブリハイツ久里浜自治会","ﾗﾌﾞﾘﾊｲﾂｸﾘﾊﾏｼﾞﾁｶｲ","","","","http://www.city.yokosuka.kanagawa.jp/2720/tyounaikai/1721.html","","139.715079122268","35.2188153056853","町内会・自治会マップ"
"新井町内会","ｱﾗｲﾁﾖｳﾅｲｶｲ","","","","http://www.city.yokosuka.kanagawa.jp/2720/tyounaikai/1615.html","","139.723676578481","35.2415039425773","町内会・自治会マップ"
"ヴェラシス浦賀１番館自治会","ｳﾞｴﾗｼｽｳﾗｶﾞｲﾁﾊﾞﾝｶﾝｼﾞﾁｶｲ","","","","http://www.city.yokosuka.kanagawa.jp/2720/tyounaikai/1652.html","","139.722315539331","35.2374569479268","町内会・自治会マップ"
"オーシャンパーク浦賀自治会","ｵ-ｼﾔﾝﾊﾟ-ｸｳﾗｶﾞｼﾞﾁｶｲ","","","","http://www.city.yokosuka.kanagawa.jp/2720/tyounaikai/1653.html","","139.725786989191","35.2412918489626","町内会・自治会マップ"
"浜町町内会","ﾊﾏﾁﾖｳﾁﾖｳﾅｲｶｲ","","","","http://www.city.yokosuka.kanagawa.jp/2720/tyounaikai/1612.html","","139.721440746091","35.2372331271335","町内会・自治会マップ"
"蛇畠町内会","ｼﾞﾔﾊﾞﾀｹﾁﾖｳﾅｲｶｲ","","","","","","139.720353160699","35.2393527291265","町内会・自治会マップ"
"川間町内会","ｶﾜﾏﾁﾖｳﾅｲｶｲ","","","","http://www.city.yokosuka.kanagawa.jp/2720/tyounaikai/1613.html","","139.722036210903","35.2327028599241","町内会・自治会マップ"
"柳町町内会","ﾔﾅｷﾞﾁﾖｳﾁﾖｳﾅｲｶｲ","","","","http://www.city.yokosuka.kanagawa.jp/2720/tyounaikai/1607.html","","139.71651488176","35.238178613747","町内会・自治会マップ"
"田中町内会","ﾀﾅｶﾁﾖｳﾅｲｶｲ","","","","http://www.city.yokosuka.kanagawa.jp/2720/tyounaikai/1608.html","","139.716814641997","35.2406680807391","町内会・自治会マップ"
"紺屋町町内会","ｺﾝﾔﾁｮｳﾁｮｳﾅｲｶｲ","","","","http://www.city.yokosuka.kanagawa.jp/2720/tyounaikai/1606.html","","139.719138190927","35.2409751683229","町内会・自治会マップ"
"湘南国際村自治会","ｼﾖｳﾅﾝｺｸｻｲﾑﾗｼﾞﾁｶｲ","","","","http://www.city.yokosuka.kanagawa.jp/2720/tyounaikai/1949.html","","139.608452379206","35.254596306525","町内会・自治会マップ"
"城山自治会","ｼﾛﾔﾏｼﾞﾁｶｲ","","","","http://www.city.yokosuka.kanagawa.jp/2720/tyounaikai/1402.html","","139.641364182539","35.2574576981563","町内会・自治会マップ"
"阿部倉町内会","ｱﾍﾞｸﾗﾁﾖｳﾅｲｶｲ","","","","http://www.city.yokosuka.kanagawa.jp/2720/tyounaikai/1401.html","","139.635193366026","35.2567279915176","町内会・自治会マップ"
"新公郷自治会","ｼﾝｸｺﾞｳｼﾞﾁｶｲ","","","","http://www.city.yokosuka.kanagawa.jp/2720/tyounaikai/1410.html","","139.675877896654","35.2613520544855","町内会・自治会マップ"
"アルカーデン衣笠自治会","ｱﾙｶ-ﾃﾞﾝｷﾇｶﾞｻｼﾞﾁｶｲ","","","","http://www.city.yokosuka.kanagawa.jp/2720/tyounaikai/1431.html","","139.662277087989","35.2595210380234","町内会・自治会マップ"
"森崎わかば自治会","ﾓﾘｻｷﾜｶﾊﾞｼﾞﾁｶｲ","","","","http://www.city.yokosuka.kanagawa.jp/2720/tyounaikai/1416.html","","139.669532199808","35.2449752909155","町内会・自治会マップ"
"ライフアソート横須賀サンサタウン自治会","ﾗｲﾌｱｿ-ﾄﾖｺｽｶｻﾝｻﾀｳﾝｼﾞﾁｶｲ","","","","http://www.city.yokosuka.kanagawa.jp/2720/tyounaikai/1433.html","","139.676836647421","35.2449181099485","町内会・自治会マップ"
"さつき自治会","ｻﾂｷｼﾞﾁｶｲ","","","","http://www.city.yokosuka.kanagawa.jp/2720/tyounaikai/1415.html","","139.676846573588","35.2469356693042","町内会・自治会マップ"
"衣笠団地自治会","ｷﾇｶﾞｻﾀﾞﾝﾁｼﾞﾁｶｲ","","","","http://www.city.yokosuka.kanagawa.jp/2720/tyounaikai/1419.html","","139.674607626797","35.2494341478976","町内会・自治会マップ"
"コモンシティ湘南衣笠町内会","ｺﾓﾝｼﾃｲｼﾖｳﾅﾝｷﾇｶﾞｻﾁﾖｳﾅｲｶｲ","","","","http://www.city.yokosuka.kanagawa.jp/2720/tyounaikai/1429.html","","139.653738594081","35.263923435173","町内会・自治会マップ"
"第２平作町内会","ﾀﾞｲ2ﾋﾗｻｸﾁﾖｳﾅｲｶｲ","","","","http://www.city.yokosuka.kanagawa.jp/2720/tyounaikai/1428.html","","139.650483279162","35.2610596851507","町内会・自治会マップ"
"第一衣笠町内会","ﾀﾞｲ1ｷﾇｶﾞｻﾁﾖｳﾅｲｶｲ","","","","http://www.city.yokosuka.kanagawa.jp/2720/tyounaikai/1425.html","","139.661950772211","35.2528375727241","町内会・自治会マップ"
"本公郷町内会","ﾓﾄｸｺﾞｳﾁﾖｳﾅｲｶｲ","","","","http://www.city.yokosuka.kanagawa.jp/2720/tyounaikai/1408.html","","139.671532775699","35.2560884607729","町内会・自治会マップ"
"神金町内会","ｶﾘｶﾞﾈﾁﾖｳﾅｲｶｲ","","","","http://www.city.yokosuka.kanagawa.jp/2720/tyounaikai/1409.html","","139.676143757089","35.2612196515101","町内会・自治会マップ"
"三洋台町内会","ｻﾝﾖｳﾀﾞｲﾁﾖｳﾅｲｶｲ","","","","http://www.city.yokosuka.kanagawa.jp/2720/tyounaikai/1030.html","","139.672280266838","35.2614826573223","町内会・自治会マップ"
"平和台自治会","ﾍｲﾜﾀﾞｲｼﾞﾁｶｲ","","","","http://www.city.yokosuka.kanagawa.jp/2720/tyounaikai/1039.html","","139.660343167093","35.2648375972456","町内会・自治会マップ"
"大明寺県営アパート自治会","ﾀﾞｲﾐﾖｳｼﾞｹﾝｴｲｱﾊﾟ-ﾄｼﾞﾁｶｲ","","","","http://www.city.yokosuka.kanagawa.jp/2720/tyounaikai/1036.html","","139.659858944353","35.2626265941992","町内会・自治会マップ"
"南佐野町内会","ﾐﾅﾐｻﾉﾁﾖｳﾅｲｶｲ","","","","http://www.city.yokosuka.kanagawa.jp/2720/tyounaikai/1034.html","","139.668386696009","35.2606434347158","町内会・自治会マップ"
"市営公郷アパート自治会","ｼｴｲｸｺﾞｳｱﾊﾟ-ﾄｼﾞﾁｶｲ","","","","http://www.city.yokosuka.kanagawa.jp/2720/tyounaikai/1412.html","","139.67375293383","35.2564777455362","町内会・自治会マップ"
"鶴が丘町内会","ﾂﾙｶﾞｵｶﾁﾖｳﾅｲｶｲ","","","","http://www.city.yokosuka.kanagawa.jp/2720/tyounaikai/1038.html","","139.658961393386","35.2659940215819","町内会・自治会マップ"
"柏木田町内会","ｶｼﾜｷﾞﾀﾞﾁﾖｳﾅｲｶｲ","","","","http://www.city.yokosuka.kanagawa.jp/2720/tyounaikai/1032.html","","139.669624051564","35.2677751622351","町内会・自治会マップ"
"松栄台自治会","ｼﾖｳｴｲﾀﾞｲｼﾞﾁｶｲ","","","","http://www.city.yokosuka.kanagawa.jp/2720/tyounaikai/1406.html","","139.656707469932","35.2639600279639","町内会・自治会マップ"
"汐見台町内会","ｼｵﾐﾀﾞｲﾁﾖｳﾅｲｶｲ","","","","http://www.city.yokosuka.kanagawa.jp/2720/tyounaikai/1037.html","","139.661387437069","35.2639640196338","町内会・自治会マップ"
"坂本台団地自治会","ｻｶﾓﾄﾀﾞｲﾀﾞﾝﾁｼﾞﾁｶｲ","","","","http://www.city.yokosuka.kanagawa.jp/2720/tyounaikai/1051.html","","139.655489524138","35.2672270198337","町内会・自治会マップ"
"グレーシアパーク彩の丘自治会","ｸﾞﾚ-ｼｱﾊﾟ-ｸｱﾔﾉｵｶｼﾞﾁｶｲ","","","","http://www.city.yokosuka.kanagawa.jp/2720/tyounaikai/1430.html","","139.655217478706","35.26546909977","町内会・自治会マップ"
"光栄町内会","ｺｳｴｲﾁﾖｳﾅｲｶｲ","","","","http://www.city.yokosuka.kanagawa.jp/2720/tyounaikai/1029.html","","139.676465737802","35.265312198109","町内会・自治会マップ"
"西佐野町内会","ﾆｼｻﾉﾁﾖｳﾅｲｶｲ","","","","http://www.city.yokosuka.kanagawa.jp/2720/tyounaikai/1033.html","","139.667525733442","35.2650424984162","町内会・自治会マップ"
"金栄町内会","ｷﾝｴｲﾁﾖｳﾅｲｶｲ","","","","http://www.city.yokosuka.kanagawa.jp/2720/tyounaikai/1405.html","","139.657654127734","35.2620261921027","町内会・自治会マップ"
"望洋台町内会","ﾎﾞｳﾖｳﾀﾞｲﾁﾖｳﾅｲｶｲ","","","","http://www.city.yokosuka.kanagawa.jp/2720/tyounaikai/1040.html","","139.663596289165","35.260999814527","町内会・自治会マップ"
"城址が丘町内会","ｼﾞﾖｳｼｶﾞｵｶﾁﾖｳﾅｲｶｲ","","","","http://www.city.yokosuka.kanagawa.jp/2720/tyounaikai/1418.html","","139.670993141435","35.2485774411683","町内会・自治会マップ"
"森崎４丁目町内会","ﾓﾘｻｷﾖﾝﾁﾖｳﾒﾁﾖｳﾅｲｶｲ","","","","http://www.city.yokosuka.kanagawa.jp/2720/tyounaikai/1417.html","","139.673214583721","35.2472558275633","町内会・自治会マップ"
"森崎リアンシティ自治会","ﾓﾘｻｷﾘｱﾝｼﾃｨｼﾞﾁｶｲ","","","","","","139.6687702488","35.2462746102149","町内会・自治会マップ"
"衣笠栄町町内会","ｷﾇｶﾞｻｻｶｴﾁﾖｳﾁﾖｳﾅｲｶｲ","","","","http://www.city.yokosuka.kanagawa.jp/2720/tyounaikai/1407.html","","139.663004038227","35.2580698375443","町内会・自治会マップ"
"小矢部町内会","ｺﾔﾍﾞﾁﾖｳﾅｲｶｲ","","","","http://www.city.yokosuka.kanagawa.jp/2720/tyounaikai/1423.html","","139.669706537012","35.2515283965166","町内会・自治会マップ"
"小矢部南町内会","ｺﾔﾍﾞﾐﾅﾐﾁﾖｳﾅｲｶｲ","","","","http://www.city.yokosuka.kanagawa.jp/2720/tyounaikai/1424.html","","139.666091140976","35.2468553262661","町内会・自治会マップ"
"金谷町内会","ｶﾈﾔﾁﾖｳﾅｲｶｲ","","","","http://www.city.yokosuka.kanagawa.jp/2720/tyounaikai/1404.html","","139.651139821203","35.2639360646014","町内会・自治会マップ"
"アイビーヒルズ自治会","ｱｲﾋﾞ-ﾋﾙｽﾞｼﾞﾁｶｲ","","","","http://www.city.yokosuka.kanagawa.jp/2720/tyounaikai/1649.html","","139.699750352825","35.2468818134309","町内会・自治会マップ"
"馬堀台団地自治会","ﾏﾎﾞﾘﾀﾞｲﾀﾞﾝﾁｼﾞﾁｶｲ","","","","http://www.city.yokosuka.kanagawa.jp/2720/tyounaikai/1526.html","","139.705893919917","35.2550372221755","町内会・自治会マップ"
"馬堀海岸３丁目自治会","ﾏﾎﾞﾘｶｲｶﾞﾝ3ﾁﾖｳﾒｼﾞﾁｶｲ","","","","http://www.city.yokosuka.kanagawa.jp/2720/tyounaikai/1521.html","","139.709998514029","35.261849640965","町内会・自治会マップ"
"馬堀海岸２丁目自治会","ﾏﾎﾞﾘｶｲｶﾞﾝ2ﾁﾖｳﾒｼﾞﾁｶｲ","","","","http://www.city.yokosuka.kanagawa.jp/2720/tyounaikai/1520.html","","139.705316143491","35.2619811481636","町内会・自治会マップ"
"シーハイツ１丁目町内会","ｼ-ﾊｲﾂ1ﾁﾖｳﾒﾁﾖｳﾅｲｶｲ","","","","http://www.city.yokosuka.kanagawa.jp/2720/tyounaikai/1519.html","","139.700301667781","35.2629442444932","町内会・自治会マップ"
"大津シーハイツ自治会","ｵｵﾂｼ-ﾊｲﾂｼﾞﾁｶｲ","","","","http://www.city.yokosuka.kanagawa.jp/2720/tyounaikai/1518.html","","139.69591045663","35.2631708032505","町内会・自治会マップ"
"大津町１丁目町内会","ｵｵﾂﾁﾖｳｲﾂﾁﾖｳﾒﾁﾖｳﾅｲｶｲ","","","","http://www.city.yokosuka.kanagawa.jp/2720/tyounaikai/1501.html","","139.694312296809","35.2623612605986","町内会・自治会マップ"
"大津町２丁目町内会","ｵｵﾂﾁﾖｳ2ﾁﾖｳﾒﾁﾖｳﾅｲｶｲ","","","","http://www.city.yokosuka.kanagawa.jp/2720/tyounaikai/1502.html","","139.698327308119","35.2598862097299","町内会・自治会マップ"
