男女,市区町村コード,町丁字コード,地域階層レベル,秘匿処理,秘匿先情報,合算地域,都道府県名,市区町村名,大字・町名,字・丁目名,総数,徒歩のみ,鉄道・電車,乗合バス,勤め先・学校のバス,自家用車,ハイヤー・タクシー,オートバイ,自転車,その他,利用交通手段「不詳」
女,14109,76404,4,,,,神奈川県,横浜市港北区,高田町,,117,11,57,50,1,20,-,8,11,-,6
女,14109,770,3,,,,神奈川県,横浜市港北区,北新横浜,,163,15,117,14,1,12,1,2,19,1,-
女,14109,77001,4,,,,神奈川県,横浜市港北区,北新横浜,一丁目,49,4,38,2,-,5,-,-,4,-,-
女,14109,77002,4,,,,神奈川県,横浜市港北区,北新横浜,二丁目,114,11,79,12,1,7,1,2,15,1,-
女,14110,-,1,,,,神奈川県,横浜市戸塚区,,,58304,7719,30473,17597,532,7041,98,2300,6486,330,1773
女,14110,10,3,,,,神奈川県,横浜市戸塚区,下倉田町,,2625,281,1258,1386,23,356,7,128,253,20,94
女,14110,1001,4,,,,神奈川県,横浜市戸塚区,下倉田町,,646,54,326,399,11,61,2,30,43,4,23
女,14110,1002,4,,,,神奈川県,横浜市戸塚区,下倉田町,,888,87,443,484,6,120,3,31,81,8,35
女,14110,1003,4,,,,神奈川県,横浜市戸塚区,下倉田町,,1091,140,489,503,6,175,2,67,129,8,36
女,14110,20,2,,,,神奈川県,横浜市戸塚区,上倉田町,,3212,448,2036,767,32,235,6,73,238,11,87
女,14110,30,2,,,,神奈川県,横浜市戸塚区,吉田町,,2188,305,1348,465,33,123,-,33,236,8,75
女,14110,40,2,,,,神奈川県,横浜市戸塚区,矢部町,,3678,410,2413,532,40,254,1,86,370,18,101
女,14110,50,2,,,,神奈川県,横浜市戸塚区,鳥が丘,,533,51,308,179,6,66,2,21,70,3,24
女,14110,60,3,,,,神奈川県,横浜市戸塚区,戸塚町,,7575,985,4242,2034,56,690,14,281,1123,35,191
女,14110,6001,4,,,,神奈川県,横浜市戸塚区,戸塚町,,1403,154,974,203,16,63,2,20,90,5,32
女,14110,6002,4,,,,神奈川県,横浜市戸塚区,戸塚町,,1481,214,900,239,14,97,1,37,179,5,37
女,14110,6003,4,,,,神奈川県,横浜市戸塚区,戸塚町,,1910,289,1071,558,12,141,1,54,280,7,62
女,14110,6004,4,,,,神奈川県,横浜市戸塚区,戸塚町,,2781,328,1297,1034,14,389,10,170,574,18,60
女,14110,70,2,,,,神奈川県,横浜市戸塚区,汲沢町,,1292,150,588,577,9,221,3,95,154,8,43
女,14110,80,3,,,,神奈川県,横浜市戸塚区,汲沢,,3475,297,2030,591,28,451,5,176,499,22,100
女,14110,8001,4,,,,神奈川県,横浜市戸塚区,汲沢,一丁目,707,63,398,196,5,70,2,33,101,2,28
女,14110,8002,4,,,,神奈川県,横浜市戸塚区,汲沢,二丁目,571,63,395,58,4,46,-,7,46,-,15
女,14110,8003,4,,,,神奈川県,横浜市戸塚区,汲沢,三丁目,409,42,207,104,5,71,1,24,65,3,9
女,14110,8004,4,,,,神奈川県,横浜市戸塚区,汲沢,四丁目,276,27,120,114,1,53,-,27,31,2,9
女,14110,8005,4,,,,神奈川県,横浜市戸塚区,汲沢,五丁目,330,23,177,20,3,50,1,21,78,1,11
女,14110,8006,4,,,,神奈川県,横浜市戸塚区,汲沢,六丁目,404,25,215,41,1,67,1,30,88,6,10
女,14110,8007,4,,,,神奈川県,横浜市戸塚区,汲沢,七丁目,417,24,257,26,4,63,-,20,63,5,6
女,14110,8008,4,,,,神奈川県,横浜市戸塚区,汲沢,八丁目,361,30,261,32,5,31,-,14,27,3,12
女,14110,160,3,,,,神奈川県,横浜市戸塚区,深谷町,,2383,335,770,915,11,547,6,190,294,10,67
女,14110,16001,4,,,,神奈川県,横浜市戸塚区,深谷町,,920,126,311,295,4,226,3,91,122,5,26
女,14110,16002,4,,,,神奈川県,横浜市戸塚区,深谷町,,1463,209,459,620,7,321,3,99,172,5,41
女,14110,180,2,,,,神奈川県,横浜市戸塚区,俣野町,,837,114,275,329,6,196,4,46,78,7,42
女,14110,190,2,,,,神奈川県,横浜市戸塚区,東俣野町,,759,99,226,259,4,193,1,42,129,7,34
女,14110,200,2,,,,神奈川県,横浜市戸塚区,影取町,,425,57,130,179,2,109,1,20,42,6,19
女,14110,210,2,,,,神奈川県,横浜市戸塚区,小雀町,,846,118,291,310,9,230,1,59,73,8,23
女,14110,220,2,,,,神奈川県,横浜市戸塚区,舞岡町,,1526,168,852,551,10,160,-,52,201,9,47
女,14110,230,3,,,,神奈川県,横浜市戸塚区,南舞岡,,1000,69,584,496,10,118,3,39,89,4,28
女,14110,23001,4,,,,神奈川県,横浜市戸塚区,南舞岡,一丁目,292,20,186,120,6,29,1,9,21,1,8
女,14110,23002,4,,,,神奈川県,横浜市戸塚区,南舞岡,二丁目,194,16,101,106,1,18,2,7,28,-,7
女,14110,23003,4,,,,神奈川県,横浜市戸塚区,南舞岡,三丁目,239,18,131,111,1,30,-,18,19,2,7
女,14110,23004,4,,,,神奈川県,横浜市戸塚区,南舞岡,四丁目,275,15,166,159,2,41,-,5,21,1,6
女,14110,270,2,,,,神奈川県,横浜市戸塚区,柏尾町,,1440,185,593,595,13,209,3,75,287,8,32
女,14110,280,2,,,,神奈川県,横浜市戸塚区,上柏尾町,,637,48,275,258,8,115,-,36,112,4,22
女,14110,290,2,,,,神奈川県,横浜市戸塚区,平戸町,,1985,281,946,705,25,208,1,76,157,8,64
女,14110,300,3,,,,神奈川県,横浜市戸塚区,平戸,,2989,391,1457,1067,30,394,3,105,221,16,90
女,14110,30001,4,,,,神奈川県,横浜市戸塚区,平戸,一丁目,750,88,273,358,11,118,1,46,73,5,24
女,14110,30002,4,,,,神奈川県,横浜市戸塚区,平戸,二丁目,551,64,239,257,4,83,-,21,50,3,14
女,14110,30003,4,,,,神奈川県,横浜市戸塚区,平戸,三丁目,814,104,414,321,5,91,-,21,71,5,28
女,14110,30004,4,,,,神奈川県,横浜市戸塚区,平戸,四丁目,421,73,276,35,4,42,-,5,10,3,8
女,14110,30005,4,,,,神奈川県,横浜市戸塚区,平戸,五丁目,453,62,255,96,6,60,2,12,17,-,16
女,14110,350,2,,,,神奈川県,横浜市戸塚区,品濃町,,3922,630,2704,422,34,218,9,14,125,10,134
女,14110,360,2,,,,神奈川県,横浜市戸塚区,川上町,,1687,289,1012,247,24,113,4,36,104,11,62
女,14110,370,2,,,,神奈川県,横浜市戸塚区,前田町,,1964,334,1167,326,20,173,1,33,169,9,38
女,14110,380,2,,,,神奈川県,横浜市戸塚区,秋葉町,,1500,195,754,650,15,215,2,57,163,14,39
女,14110,390,3,,,,神奈川県,横浜市戸塚区,名瀬町,,2858,335,1328,1240,32,405,10,141,341,23,82
女,14110,39001,4,,,,神奈川県,横浜市戸塚区,名瀬町,,1548,187,689,692,15,206,9,86,236,12,40
女,14110,39002,4,,,,神奈川県,横浜市戸塚区,名瀬町,,1310,148,639,548,17,199,1,55,105,11,42
女,14110,400,2,,,,神奈川県,横浜市戸塚区,上矢部町,,3945,625,1723,1427,35,564,8,233,642,28,104
女,14110,410,2,,,,神奈川県,横浜市戸塚区,上品濃,,729,134,426,153,4,49,1,14,40,6,25
女,14110,420,3,,,,神奈川県,横浜市戸塚区,原宿,,2294,385,737,937,13,429,2,139,276,17,106
女,14110,42001,4,,,,神奈川県,横浜市戸塚区,原宿,一丁目,392,39,171,176,2,82,1,26,46,2,17
女,14110,42002,4,,,,神奈川県,横浜市戸塚区,原宿,二丁目,244,57,52,85,2,50,-,17,21,1,13
女,14110,42003,4,,,,神奈川県,横浜市戸塚区,原宿,三丁目,584,73,217,269,1,111,-,35,76,4,27
女,14110,42004,4,,,,神奈川県,横浜市戸塚区,原宿,四丁目,610,121,174,252,5,104,-,37,71,8,23
女,14110,42005,4,,,,神奈川県,横浜市戸塚区,原宿,五丁目,464,95,123,155,3,82,1,24,62,2,26
女,14111,-,1,,,,神奈川県,横浜市港南区,,,42988,5029,24826,12001,363,4289,91,1264,3844,279,1263
女,14111,10,3,,,,神奈川県,横浜市港南区,最戸,,1324,178,923,165,13,50,2,13,66,7,33
女,14111,1001,4,,,,神奈川県,横浜市港南区,最戸,一丁目,697,90,471,105,8,19,1,3,44,6,21
女,14111,1002,4,,,,神奈川県,横浜市港南区,最戸,二丁目,627,88,452,60,5,31,1,10,22,1,12
女,14111,30,3,,,,神奈川県,横浜市港南区,大久保,,2466,345,1604,536,26,185,7,50,153,13,49
女,14111,3001,4,,,,神奈川県,横浜市港南区,大久保,一丁目,518,90,364,51,4,25,1,2,13,-,13
女,14111,3002,4,,,,神奈川県,横浜市港南区,大久保,二丁目,955,129,645,158,13,58,3,15,50,5,18
女,14111,3003,4,,,,神奈川県,横浜市港南区,大久保,三丁目,993,126,595,327,9,102,3,33,90,8,18
女,14111,60,3,,,,神奈川県,横浜市港南区,港南,,3190,358,2013,651,29,222,5,79,287,28,89
女,14111,6001,4,,,,神奈川県,横浜市港南区,港南,一丁目,633,82,432,69,5,23,1,14,45,2,22
女,14111,6002,4,,,,神奈川県,横浜市港南区,港南,二丁目,913,100,590,217,6,64,1,17,70,7,17
女,14111,6003,4,,,,神奈川県,横浜市港南区,港南,三丁目,446,48,269,111,6,47,1,14,30,3,11
女,14111,6004,4,,,,神奈川県,横浜市港南区,港南,四丁目,263,31,151,67,3,14,2,6,55,5,7
女,14111,6005,4,,,,神奈川県,横浜市港南区,港南,五丁目,336,32,196,74,3,24,-,10,43,5,19
女,14111,6006,4,,,,神奈川県,横浜市港南区,港南,六丁目,599,65,375,113,6,50,-,18,44,6,13
女,14111,120,2,,,,神奈川県,横浜市港南区,港南中央通,,328,42,226,51,2,10,-,3,10,4,11
女,14111,131,3,,,,神奈川県,横浜市港南区,日野中央,,1335,133,724,397,8,143,4,46,189,8,47
女,14111,13101,4,,,,神奈川県,横浜市港南区,日野中央,一丁目,234,30,126,102,-,25,1,2,23,3,6
女,14111,13102,4,,,,神奈川県,横浜市港南区,日野中央,二丁目,550,57,261,217,4,67,-,24,89,2,19
女,14111,13103,4,,,,神奈川県,横浜市港南区,日野中央,三丁目,551,46,337,78,4,51,3,20,77,3,22
女,14111,140,3,,,,神奈川県,横浜市港南区,日野,,3840,387,2132,1482,35,407,5,91,415,19,113
女,14111,14001,4,,,,神奈川県,横浜市港南区,日野,一丁目,200,15,137,47,3,18,-,4,17,2,5
女,14111,14002,4,,,,神奈川県,横浜市港南区,日野,二丁目,624,68,368,159,12,62,1,23,50,2,22
女,14111,14003,4,,,,神奈川県,横浜市港南区,日野,三丁目,753,74,470,236,4,55,2,9,79,2,18
女,14111,14004,4,,,,神奈川県,横浜市港南区,日野,四丁目,436,46,227,195,2,50,-,15,49,5,10
女,14111,14005,4,,,,神奈川県,横浜市港南区,日野,五丁目,436,48,238,204,3,31,-,6,42,2,9
女,14111,14006,4,,,,神奈川県,横浜市港南区,日野,六丁目,250,17,152,104,2,29,1,1,38,-,14
女,14111,14007,4,,,,神奈川県,横浜市港南区,日野,七丁目,261,17,124,146,4,45,-,9,35,2,2
女,14111,14008,4,,,,神奈川県,横浜市港南区,日野,八丁目,459,63,220,218,3,56,1,11,40,4,21
女,14111,14009,4,,,,神奈川県,横浜市港南区,日野,九丁目,421,39,196,173,2,61,-,13,65,-,12
女,14111,230,3,,,,神奈川県,横浜市港南区,野庭町,,4132,419,2149,1694,48,378,10,170,353,26,145
女,14111,23001,4,,,,神奈川県,横浜市港南区,野庭町,,2065,194,923,1107,36,214,7,103,181,12,79
女,14111,23002,4,,,,神奈川県,横浜市港南区,野庭町,,2067,225,1226,587,12,164,3,67,172,14,66
女,14111,240,2,,,,神奈川県,横浜市港南区,上永谷町,,17,2,10,6,-,1,-,1,4,-,-
女,14111,260,3,,,,神奈川県,横浜市港南区,上大岡東,,1677,216,1214,171,15,92,4,30,40,7,45
女,14111,26001,4,,,,神奈川県,横浜市港南区,上大岡東,一丁目,887,105,667,76,5,50,1,14,14,3,24
女,14111,26002,4,,,,神奈川県,横浜市港南区,上大岡東,二丁目,701,104,498,82,9,28,3,11,24,2,12
女,14111,26003,4,,,,神奈川県,横浜市港南区,上大岡東,三丁目,89,7,49,13,1,14,-,5,2,2,9
女,14111,290,3,,,,神奈川県,横浜市港南区,上大岡西,,1322,146,977,158,16,68,2,2,23,8,47
女,14111,29001,4,,,,神奈川県,横浜市港南区,上大岡西,一丁目,404,46,309,38,4,22,-,1,10,4,6
女,14111,29002,4,,,,神奈川県,横浜市港南区,上大岡西,二丁目,332,52,245,43,6,9,2,-,2,1,8
女,14111,29003,4,,,,神奈川県,横浜市港南区,上大岡西,三丁目,586,48,423,77,6,37,-,1,11,3,33
女,14111,320,3,,,,神奈川県,横浜市港南区,笹下,,3049,305,1695,1121,41,319,9,134,412,26,67
女,14111,32001,4,,,,神奈川県,横浜市港南区,笹下,一丁目,350,47,213,102,7,24,2,17,28,-,7
女,14111,32002,4,,,,神奈川県,横浜市港南区,笹下,二丁目,495,52,278,201,4,42,2,19,60,1,13
女,14111,32003,4,,,,神奈川県,横浜市港南区,笹下,三丁目,632,56,353,210,5,75,4,23,92,3,12
女,14111,32004,4,,,,神奈川県,横浜市港南区,笹下,四丁目,263,23,155,102,7,28,1,15,44,2,3
女,14111,32005,4,,,,神奈川県,横浜市港南区,笹下,五丁目,580,57,285,245,11,64,-,26,92,10,15
女,14111,32006,4,,,,神奈川県,横浜市港南区,笹下,六丁目,434,48,243,162,6,47,-,17,52,7,8
女,14111,32007,4,,,,神奈川県,横浜市港南区,笹下,七丁目,295,22,168,99,1,39,-,17,44,3,9
女,14111,390,3,,,,神奈川県,横浜市港南区,芹が谷,,2668,337,1126,1354,14,383,5,176,190,21,101
女,14111,39001,4,,,,神奈川県,横浜市港南区,芹が谷,一丁目,647,86,292,365,2,78,1,38,25,4,27
女,14111,39002,4,,,,神奈川県,横浜市港南区,芹が谷,二丁目,482,76,199,250,2,71,1,18,28,2,16
女,14111,39003,4,,,,神奈川県,横浜市港南区,芹が谷,三丁目,292,31,119,172,4,34,1,16,17,4,14
女,14111,39004,4,,,,神奈川県,横浜市港南区,芹が谷,四丁目,456,48,200,225,2,75,1,39,36,2,11
女,14111,39005,4,,,,神奈川県,横浜市港南区,芹が谷,五丁目,791,96,316,342,4,125,1,65,84,9,33
女,14111,440,3,,,,神奈川県,横浜市港南区,東永谷,,1280,145,655,492,7,164,6,68,99,9,50
女,14111,44001,4,,,,神奈川県,横浜市港南区,東永谷,一丁目,373,50,190,153,2,52,3,12,24,2,19
女,14111,44002,4,,,,神奈川県,横浜市港南区,東永谷,二丁目,242,25,135,68,1,30,-,11,20,1,9
女,14111,44003,4,,,,神奈川県,横浜市港南区,東永谷,三丁目,665,70,330,271,4,82,3,45,55,6,22
女,14111,470,3,,,,神奈川県,横浜市港南区,上永谷,,2661,336,1608,530,23,272,4,65,153,12,66
女,14111,47001,4,,,,神奈川県,横浜市港南区,上永谷,一丁目,562,66,334,158,7,52,1,14,26,2,13
女,14111,47002,4,,,,神奈川県,横浜市港南区,上永谷,二丁目,479,62,334,71,8,31,2,7,10,3,8
女,14111,47003,4,,,,神奈川県,横浜市港南区,上永谷,三丁目,490,54,287,108,-,56,-,10,27,-,15
女,14111,47004,4,,,,神奈川県,横浜市港南区,上永谷,四丁目,403,56,223,89,4,43,-,18,32,3,10
女,14111,47005,4,,,,神奈川県,横浜市港南区,上永谷,五丁目,412,54,250,58,3,47,-,6,27,4,12
女,14111,47006,4,,,,神奈川県,横浜市港南区,上永谷,六丁目,315,44,180,46,1,43,1,10,31,-,8
女,14111,530,3,,,,神奈川県,横浜市港南区,丸山台,,1464,146,958,224,9,163,6,18,91,14,48
女,14111,53001,4,,,,神奈川県,横浜市港南区,丸山台,一丁目,439,46,333,54,3,31,-,1,8,2,7
女,14111,53002,4,,,,神奈川県,横浜市港南区,丸山台,二丁目,518,52,336,74,3,68,5,9,30,4,11
女,14111,53003,4,,,,神奈川県,横浜市港南区,丸山台,三丁目,255,25,156,37,3,32,1,4,19,4,9
女,14111,53004,4,,,,神奈川県,横浜市港南区,丸山台,四丁目,252,23,133,59,-,32,-,4,34,4,21
女,14111,570,3,,,,神奈川県,横浜市港南区,港南台,,5592,887,3086,1023,42,524,10,97,709,40,156
女,14111,57001,4,,,,神奈川県,横浜市港南区,港南台,一丁目,593,82,313,104,5,75,1,18,89,3,16
女,14111,57002,4,,,,神奈川県,横浜市港南区,港南台,二丁目,881,193,502,121,8,49,1,13,84,5,17
女,14111,57003,4,,,,神奈川県,横浜市港南区,港南台,三丁目,375,65,250,52,4,19,1,5,13,3,11
女,14111,57004,4,,,,神奈川県,横浜市港南区,港南台,四丁目,583,118,333,59,4,50,-,1,44,-,17
女,14111,57005,4,,,,神奈川県,横浜市港南区,港南台,五丁目,486,66,309,63,1,30,1,3,39,4,15
女,14111,57006,4,,,,神奈川県,横浜市港南区,港南台,六丁目,859,150,421,165,7,80,-,19,142,10,25
女,14111,57007,4,,,,神奈川県,横浜市港南区,港南台,七丁目,578,55,314,152,5,79,4,7,114,5,18
女,14111,57008,4,,,,神奈川県,横浜市港南区,港南台,八丁目,488,47,212,194,3,75,1,22,101,5,20
女,14111,57009,4,,,,神奈川県,横浜市港南区,港南台,九丁目,749,111,432,113,5,67,1,9,83,5,17
女,14111,660,3,,,,神奈川県,横浜市港南区,日限山,,1731,134,1069,552,7,254,4,48,136,8,46
女,14111,66001,4,,,,神奈川県,横浜市港南区,日限山,一丁目,873,71,597,141,2,97,2,20,56,3,19
女,14111,66002,4,,,,神奈川県,横浜市港南区,日限山,二丁目,221,22,133,89,4,39,-,6,15,1,3
女,14111,66003,4,,,,神奈川県,横浜市港南区,日限山,三丁目,312,20,168,145,1,56,1,11,37,2,13
女,14111,66004,4,,,,神奈川県,横浜市港南区,日限山,四丁目,325,21,171,177,-,62,1,11,28,2,11
女,14111,700,2,,,,神奈川県,横浜市港南区,東芹が谷,,523,55,242,311,2,52,-,38,29,6,11
女,14111,710,3,,,,神奈川県,横浜市港南区,日野南,,1774,196,981,420,7,206,3,42,255,13,59
女,14111,71001,4,,,,神奈川県,横浜市港南区,日野南,一丁目,297,41,183,50,1,23,-,5,23,1,7
女,14111,71002,4,,,,神奈川県,横浜市港南区,日野南,二丁目,180,19,102,28,-,21,2,9,20,1,6
女,14111,71003,4,,,,神奈川県,横浜市港南区,日野南,三丁目,259,36,163,41,-,20,-,-,28,-,7
女,14111,71004,4,,,,神奈川県,横浜市港南区,日野南,四丁目,406,49,205,113,3,47,-,6,67,3,11
女,14111,71005,4,,,,神奈川県,横浜市港南区,日野南,五丁目,265,23,141,89,2,41,-,9,41,2,8
女,14111,71006,4,,,,神奈川県,横浜市港南区,日野南,六丁目,250,18,131,73,1,35,1,9,51,6,10
女,14111,71007,4,,,,神奈川県,横浜市港南区,日野南,七丁目,117,10,56,26,-,19,-,4,25,-,10
女,14111,780,3,,,,神奈川県,横浜市港南区,下永谷,,2615,262,1434,663,19,396,5,93,230,10,80
女,14111,78001,4,,,,神奈川県,横浜市港南区,下永谷,一丁目,252,22,116,118,2,49,-,10,28,1,13
女,14111,78002,4,,,,神奈川県,横浜市港南区,下永谷,二丁目,339,44,155,117,2,49,1,14,44,-,5
女,14111,78003,4,,,,神奈川県,横浜市港南区,下永谷,三丁目,638,63,402,85,5,83,1,14,42,3,19
女,14111,78004,4,,,,神奈川県,横浜市港南区,下永谷,四丁目,361,35,254,48,2,42,-,6,14,1,9
女,14111,78005,4,,,,神奈川県,横浜市港南区,下永谷,五丁目,749,74,401,177,4,124,2,33,64,1,29
女,14111,78006,4,,,,神奈川県,横浜市港南区,下永谷,六丁目,276,24,106,118,4,49,1,16,38,4,5
女,14112,-,1,,,,神奈川県,横浜市旭区,,,48363,6561,26157,10894,433,6706,62,1932,4817,318,1518
女,14112,10,2,,,,神奈川県,横浜市旭区,川島町,,1084,122,604,123,18,166,2,59,105,2,41
女,14112,20,3,,,,神奈川県,横浜市旭区,鶴ケ峰,,2155,275,1478,211,20,143,1,33,122,12,54
女,14112,2001,4,,,,神奈川県,横浜市旭区,鶴ケ峰,一丁目,1229,163,822,111,8,85,1,21,88,9,27
女,14112,2002,4,,,,神奈川県,横浜市旭区,鶴ケ峰,二丁目,926,112,656,100,12,58,-,12,34,3,27
女,14112,40,2,,,,神奈川県,横浜市旭区,西川島町,,648,78,398,57,6,65,-,16,50,16,28
女,14112,50,3,,,,神奈川県,横浜市旭区,市沢町,,1738,262,632,715,11,385,4,130,127,12,63
女,14112,5001,4,,,,神奈川県,横浜市旭区,市沢町,,860,107,333,357,3,189,2,70,64,6,23
女,14112,5002,4,,,,神奈川県,横浜市旭区,市沢町,,878,155,299,358,8,196,2,60,63,6,40
女,14112,60,3,,,,神奈川県,横浜市旭区,左近山,,1336,197,619,683,15,179,3,93,89,6,45
女,14112,6001,4,,,,神奈川県,横浜市旭区,左近山,,439,65,203,223,4,52,1,32,30,2,19
女,14112,6002,4,,,,神奈川県,横浜市旭区,左近山,,897,132,416,460,11,127,2,61,59,4,26
女,14112,70,2,,,,神奈川県,横浜市旭区,小高町,,156,23,59,25,2,36,-,14,24,-,8
女,14112,80,2,,,,神奈川県,横浜市旭区,三反田町,,179,21,89,34,1,30,-,9,23,1,9
女,14112,90,2,,,,神奈川県,横浜市旭区,白根町,,4,2,1,1,-,-,-,1,-,-,-
女,14112,100,3,,,,神奈川県,横浜市旭区,白根,,3562,500,1782,871,24,535,4,180,378,24,119
女,14112,10001,4,,,,神奈川県,横浜市旭区,白根,一丁目,205,22,129,31,-,14,-,7,10,1,5
女,14112,10002,4,,,,神奈川県,横浜市旭区,白根,二丁目,690,92,349,169,3,97,-,42,59,1,20
女,14112,10003,4,,,,神奈川県,横浜市旭区,白根,三丁目,410,59,236,49,2,44,1,14,36,4,17
女,14112,10004,4,,,,神奈川県,横浜市旭区,白根,四丁目,505,74,283,101,3,50,1,15,49,2,21
女,14112,10005,4,,,,神奈川県,横浜市旭区,白根,五丁目,404,53,192,138,2,78,1,22,52,2,10
女,14112,10006,4,,,,神奈川県,横浜市旭区,白根,六丁目,588,84,295,142,6,83,-,35,63,5,26
女,14112,10007,4,,,,神奈川県,横浜市旭区,白根,七丁目,362,60,148,101,5,70,-,20,49,4,16
女,14112,10008,4,,,,神奈川県,横浜市旭区,白根,八丁目,398,56,150,140,3,99,1,25,60,5,4
女,14112,180,3,,,,神奈川県,横浜市旭区,上白根町,,1472,238,575,596,16,246,2,118,184,11,54
女,14112,18001,4,,,,神奈川県,横浜市旭区,上白根町,,717,105,265,243,7,160,1,46,117,6,24
女,14112,18002,4,,,,神奈川県,横浜市旭区,上白根町,,755,133,310,353,9,86,1,72,67,5,30
女,14112,190,3,,,,神奈川県,横浜市旭区,上白根,,1427,218,550,531,11,277,1,118,196,16,54
女,14112,19001,4,,,,神奈川県,横浜市旭区,上白根,一丁目,417,54,176,169,2,83,-,30,60,3,8
